ID,MODEL,MAKE,DESCRIPTIO,FLASH,CATEGORY,LOCATION,CLASS,BARCODESKU,UM,LIST,RETAIL,SYSTEM,DEALER,JOBBER,COST,AVG_COST,TEMP_COST,TEMP_DATE,TAXABLE,SPIFF,VENDOR1_ID,VENDOR1_PA,VENDOR2_ID,VENDOR2_PA,ON_HAND,COMMITED,MAX_STOCK,RO_POINT,RO_QUAN,ON_ORDER,EXP_ACCT,SOLD_MONTH,SOLD_YEAR,MTD_AMOUNT,YTD_AMOUNT,SUGG_TYPE,MOUNT_SIZE,DISP_LOC,FEATURES1,FEATURES2,FEATURES3,FEATURES4,FEATURES5,FEATURES6,DEFECTIVE,DEF_MONTH,DEF_YEAR,MEMO,PICTURE,LAST_UPD,HQ_INVC,FORCE_SER,TAX_MISC,ACTIVE_ITM,CELL_ITEM,PAGE_ITEM,VNDR1_NAME,VNDR1_PHON,VNDR2_NAME,VNDR2_PHON,SHOW_ON_MTC,STORE_NUM,LAST_USER,LAST_DATE,LAST_TIME,MANU_SPIFF,MANU_SPIFF_AMOUNT,MANU_SPIFF_ID,MANU_SPIFF_NAME,MANU_SPIFF_TYPE,MANU_SPIFF_INFO1,MANU_SPIFF_INFO2,NONTAXABLE,CHARGE_ADDITIONAL_TAX,ADDITIONAL_TAX,MANU_SPIFF_SALES_AMOUNT,REC_DELETED,GL_SALES,GL_INVENTORY,GL_CostOfSales,MANU_SPIFF_ALT_PROMPT1,MANU_SPIFF_ALT_PROMPT2,DATE_LAST_SOLD,PROMPT_FOR_COST,ONLINE,ITEM_PICTURE
"693643983922183","77-U1060","RANGER","ALUM 60' SHELF DOOR-57' WIDE",".5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",260,260,260,234,226.09,150.8,133.98,,"",,,"5321","77-U1060","","77-U1060",3,0,2,0,-1,0,"",6,6,1216.98,1216.98,"","","","","","","","","",,,,"","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/28/2022","10:31:59 AM",,,"","","",,,,,,,"","","","","","","","",,""
"693646571038696","6540-DR","RANGER","144' SPRINTER FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",985,985,985,886.5,856.52,571.3,416.44,,"",,,"5321","6540-DR","","6540-DR",0,0,0,,1,0,"",1,1,718,718,"","","","","","","","","",,,,"WOOD 86LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:24:01 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649241864670","6540-FCL","RANGER","CONNECT LWB FLOOR W/ MOINTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",669,669,669,602.1,581.74,388.02,269.12,,"",,,"5321","6540-FCL","","6540-FCL",0,0,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 42LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:24:29 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649294269104","6540-FCS","RANGER","CONNECT SWB FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",669,669,669,602.1,581.74,388.02,269.12,,"",,,"5321","6540-FCS","","6540-FCS",0,0,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 33LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:25:05 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649433418441","6540-FTL","RANGER","148' TRANSIT FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",985,985,985,886.5,856.52,571.3,445.5045,,"",,,"5321","6540-FTL","","6540-FTL",0,0,1,0,-1,0,"",3,3,2227.7,2227.7,"","","","","","","","","",,,,"WOOD 84LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:25:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649523795803","6540-FTS","RANGER","130' TRANSIT FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",924,924,924,831.6,803.48,535.92,441.1867,,"",,,"5321","6540-FTS","","6540-FTS",0,0,1,0,-1,0,"",2,2,1320,1320,"","","","","","","","","",,,,"WOOD 70LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:27:55 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649735787385","6540-FTX","RANGER","148' EXT TRANSIT FLOOR W/ MOUNTING","1.5 HOURS LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",1189,1189,1189,1070.1,1033.91,689.62,567.9406,,"",,,"5321","6540-FTX","","6540-FTX",0,0,1,0,-1,0,"",8,8,6695.6,6695.6,"","","","","","","","","",,,,"WOOD 105LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:28:44 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693649793594399","6540-GSR","RANGER","GM-SAVANA REG WB FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",924,924,924,831.6,803.48,535.92,371.78,,"",,,"5321","6540-GSR","","6540-GSR",0,0,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 74LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:29:14 PM",,,"","","",,,,,,,"","","","","","","","",,""
"69364988459092","6540-GSX","RANGER","GM-SAVANA EXT WB FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",959,959,959,863.1,833.91,556.22,386.86,,"",,,"5321","6540-GSX","","6540-GSX",0,,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 89LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:29:45 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693652140843297","6540-NS","RANGER","NV200 / CITY EXP FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",669,669,669,602.1,581.74,388.02,269.12,,"",,,"5321","6540-NS","","6540-NS",0,,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 42LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:30:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693652228856652","6540-NV","RANGER","NV FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",959,959,959,863.1,833.91,556.22,386.86,,"",,,"5321","6540-NV","","6540-NV",0,,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 73LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:30:39 PM",,,"","","",,,,,,,"","","","","","","","",,""
"69365240879316","6540-PC","RANGER","PROMASTER CITY FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",669,669,669,602.1,581.74,388.02,269.12,,"",,,"5321","6540-PC","","6540-PC",0,,0,,,0,"",,,,,"","","","","","","","","",,,,"WOOD 46LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:31:11 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693652522642755","6540-PL","RANGER","159' PROMASTER FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",985,985,985,886.5,856.52,571.3,571.3,,"",,,"5321","6540-PL","","6540-PL",0,0,1,0,2,0,"",3,3,2945,2945,"","","","","","","","","",,,,"WOOD 100LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","3/4/2022","4:10:26 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693652587255692","6540-PM","RANGER","136' PROMASTER FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",959,959,959,863.1,833.91,556.22,406,,"",,,"5321","6540-PM","","6540-PM",0,0,1,,-1,0,"",1,1,700,700,"","","","","","","","","",,,,"WOOD 83LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:32:07 PM",,,"","","",,,,,,,"","","","","","","","",,""
"69365264936825","6540-PS","RANGER","118' PROMASTER FLOOR W/ MOUNTING","1 HOUR LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",924,924,924,831.6,803.48,535.92,437.9,,"",,,"5321","6540-PS","","6540-PS",0,0,1,0,0,0,"",1,1,679.5,679.5,"","","","","","","","","",,,,"WOOD 70LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:32:37 PM",,,"","","",,,,,,,"","","","","","","","",,""
"693652735121885","6540-PX","RANGER","159' EXT PROMASTER FLOOR W/ MOUNTS","1.5 HOURS LABOR / QUICK SHIP","UPFIT PREP","","UPFIT PREP","01-01-22","EACH",1189,1189,1189,1070.1,1033.91,689.62,479.66,,"",,,"5321","6540-PX","","6540-PX",0,0,1,0,,0,"",,,,,"","","","","","","","","",,,,"WOOD 112LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","1/11/2022","4:33:38 PM",,,"","","",,,,,,,"","","","","","","","",,""
"694240208312529","15669","A.R.E.","DLX.LB MODULAR LADDER RACK","FULLSIZE LONGBED","RACKS","","PARTS","11-01-21","EACH",333.67,333.67,333.67,333.67,277.92,178.16,178.16,,"",,,"7177","15669","7177","15669",1,1,1,,-1,0,"",3,3,917.19,917.19,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","A.r.e.","(800) 824-9561",,"","","6/2/2022","10:55:34 AM",,,"","","",,,,,,,"","","","","","","","",,""
"694939785305824","TAB803","ARKON","I-PAD HOLDER","","MOUNTS","","MOUNTS","9-12-18","EACH",140,140,140,145,115.59,73.15,73.15,,"",,,"","TAB803","","TAB803",0,-1,1,,24,0,"",80,80,10921.25,10921.25,"","","","","","","","","",,,,"","","","",False,,True,,,"Amazon.com","","","",,"","","6/21/2022","2:51:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"694939907247462","VCR-GM-M","PRIME DESIGN","DRIV.CLAMP / PASS.DROP LADDER RACK","","LADDERRACK","","LADDERACK","09-12-18","EACH",1370,1370,1370,1086.3,1139.73,760.2,760.2,,"",,,"","VCR-GM-M","","VCR-GM-M",-1,20,,,0,1,"",1,1,1369,1369,"","","","","","","","","",,,,"","","","",False,,True,,,"Prime Design","(651) 552-8554","","",,"","","10/2/2020","2:03:19 PM",,,"","","",,,,,,,"","","","","","","","",,""
"694940454932135","6096","RANGER","BLK NYLON STRAPS 1x36","NO LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",13.97,13.97,13.97,12.57,12.14,8.1,6.52,,"",,,"5321","6096","","6096",37,4,20,,60,0,"",108,108,1076.48,1076.48,"","","","","","","","","",,,,"","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","5/24/2022","10:36:49 AM",,,"","","",,,,,,,"","","","","","","","",,""
"695038852991175","97152-PRM12C","ATC","PRM12 CW T-HANDLE","","CAP PARTS","","HANDLE","","",33,33,33,33,16.49,11,11,,"",,,"2787","97152-PRM12C","","",1,0,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Atc Truck Covers","(800) 983-2787","","",,"","","11/22/2019","2:19:40 PM",,,"","","",,,,,,,"","","","","","","","",,""
"695038985219308","97151-PRM12CC","ATC","PRM12 CC T-HANDLE","","CAP PARTS","","HANDLE","","",33,33,33,33,16.49,11,11,,"",,,"2787","97151-PRM12CC","","",1,0,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Atc Truck Covers","(800) 983-2787","","",,"","","11/22/2019","2:19:32 PM",,,"","","",,,,,,,"","","","","","","","",,""
"695044568602801","H0798","PARKIN","NV HR & LR D/S REAR ALL GLASS","BONDED-NEED VAN 24 HOURS-ADD FREIGHT","WINDOWS","","WINDOWS","09-13-18","EACH",220,220,220,210,210,123.27,123.27,,"",,,"7574","H0798","","H0798",,1,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","12/16/2020","11:26:41 AM",,,"","","",,,,,,,"","","","","","","","",,""
"695045358354256","H0799","PARKIN","NV HR & LR P/S REAR ALL GLASS","BONDED-NEED VAN 24 HOURS-ADD FREIGHT","WINDOWS","","WINDOWS","09-13-18","EACH",220,220,220,210,184.81,123.27,123.27,,"",,,"7574","H0799","","H0799",,1,,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Parkin Accessories","(800) 637-8938","","",,"","","12/16/2020","11:26:41 AM",,,"","","",,,,,,,"","","","","","","","",,""
"695047816737227","N4-RS84-3","RANGER","STEEL 3 SHELF 14Dx44.5x84","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",831,831,831,747.9,722.61,481.98,443.12,,"",,,"5321","N4-RS84-3","","N4-RS84-3",6,4,1,,-1,0,"",111,111,67048.37,67048.37,"","","","","","","","","",,,,"STEEL 82LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/20/2022","11:11:30 AM",,,"","","",,,,,,,"","","","","","","","",,""
"695048674275269","N4-RS48-3","RANGER","STEEL 3 SHELF 14x44.5x48","1 HOUR LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",585,585,585,526.5,508.7,339.3,309.9622,,"",,,"5321","N4-RS48-3","","N4-RS48-3",6,1,1,,8,0,"",118,118,50309.83,50309.83,"","","","","","","","","",,,,"STEEL 58LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","(   )   -",,"","","7/20/2022","11:11:30 AM",,,"","","",,,,,,,"","","","","","","","",,""
"695461191104737","RC232402","CENTURY","LOCK SOCK SMALL HNDL","","HANDLE","","CAP PARTS","","",1.99,1.99,1.99,1.99,0,50,50,,"",,,"","RC232402","","",5,,,,5,,"",5,5,9.95,9.95,"","","","","","","","","",,,,"","","","",,,True,,,"Century Distributing Inc.","(866) 222-2258","","",,"","","9/28/2021","11:46:24 AM",,,"","","",,,,,,,"","","","","","","","",,""
"696849212900394","N5-RS96-4","RANGER","STEEL 4 SHELF 14x62x96","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",1104,1104,1104,993.6,960,640.32,640.32,,"",,,"5321","N5-RS96-4","","N5-RS96-4",-1,0,1,,0,0,"",23,23,20130.14,20130.14,"","","","","","","","","",,,,"STEEL 121LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","RANGER","",,"","","7/11/2022","12:35:54 PM",,,"","","",,,,,,,"","","","","","","","",,""
"696849783089813","N5-RS60-4","RANGER","STEEL 4 SHELF 14x62x60","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",783,783,783,705,601.74,454.14,479.1516,,"",,,"5321","N5-RS60-4","5321","N5-RS60-4",3,3,1,,5,0,"",64,64,39514.99,39514.99,"","","","","","","","","",,,,"STEEL 88LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","Ranger Design","(800) 565-5321",,"","","7/20/2022","7:33:20 PM",,,"","","",,,,,,,"","","","","","","","",,""
"696851013861760","N5-RS84-4","RANGER","STEEL 4 SHELF 14x62x84","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",1010,1010,1010,909,878.26,585.8,538.8,,"",,,"5321","N5-RS84-4","","N5-RS84-4",2,2,1,,-1,0,"",7,7,5429.7,5429.7,"","","","","","","","","",,,,"STEEL 111LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","RANGER","",,"","","7/13/2022","10:48:47 AM",,,"","","",,,,,,,"","","","","","","","",,""
"696940179272391","VCR3-GM-M","PRIME DESIGN","DR CLAMP/PASS DROP 3 BAR","","LADDERRACK","","LADDERRACK","10-1-21","EACH",1558,1558,1558,1558,1751.9,1168.52,976.2179,,"",,,"","VCR3-GM-M","","VCR3-GM-M",1,2,,,21,0,"",62,62,84676.94,84676.94,"","","","","","","","","",,,,"","","","",,,True,,,"PRIME DESIGN","","","",,"","","6/21/2022","2:51:53 PM",,,"","","",,,,,,,"","","","","","","","",,""
"697","L11095","LUND","BLK 3/8' COVER CAPS","","ACCESSORY","","MISC.","L11005","EACH",0.37,0.37,0.35,0.25,0.23,0.16,0.16,,"",False,,"1101","L11005","","",20,0,20,5,74,,"",0,0,0,0,"","","","","","","","","",,0,0,"THIS # IS A 100 CT. BAG !!!!","","2/18/2001","Y",False,False,True,False,False,"LUND INDUSTRIES, INC.","(800) 782-5448","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"697660468641332","F18816","CARGO BUCKLE","LADDER RACK RATCHET STRP","SOLD AS PAIR","COMMERCIAL","","TIE DOWNS","","",179,179,178.42,170,147.12,98.13,19.626,,"",,,"","F18816","","",3,0,,,1,0,"",2,2,358,358,"","","","","","","","","",,,,"","","","",,,True,,,"Meyer Distributing","(800) 456-3451","","",,"","","3/18/2020","3:37:14 PM",,,"","","",,,,,,,"","","","","","","","",,""
"698","L11094","LUND","CHROME 3/8' COVER CAPS","","ACCESSORY","","MISC.","L11009","EACH",0.61,0.61,0.55,0.41,0.38,0.26,0.26,,"",False,,"1101","L11009","","",0,0,50,25,20,,"",0,0,0,0,"","","","","","","","","",,0,0,"","","2/18/2001","Y",False,False,True,False,False,"LUND INDUSTRIES, INC.","(800) 782-5448","","",,"","","1/7/2013","12:24:17 PM",,,"","","",,,,,,,"","","","","","","","",,""
"698439194925336","6057","RANGER","ALUM CAN HOLDER 3Dx8 1/2x3",".5 HOURS LABOR / QUICK SHIP","ACCESSORY","","ACCESSORY","01-01-22","EACH",25,25,25,22.5,21.74,14.5,14.5,,"",,,"5321","6057","","6057",2,0,1,,3,0,"",9,9,177.89,177.89,"","","","","","","","","",,,,"ALUMINUM","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","3/4/2022","1:23:57 PM",,,"","","",,,,,,,"","","","","","","","",,""
"698462091465697","83456","EXTANG","19-C GM 5.5' SOLID FOLD 2.0","SILVERADO & SIERRA","TONNEAU","","SOLID FOLD","01-01-21","EACH",895,895,895,895,964.47,643.3,679,,"",,,"0401","83456","1066","83456",1,0,1,,-2,0,"",3,3,2600,2600,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Extang Corporation","(800) 326-1982",,"","","12/28/2021","3:58:01 PM",,,"","","",,,,,,,"","","","","","","","",,""
"698462567308634","92456","EXTANG","19-C GM 5.5' TRIFECTA 2.0","","TONNEAU","","SOFT FOLD","01-01-21","EACH",435,435,435,435,439.73,293.3,323.18,,"",,,"0401","92456","1066","92456",1,0,1,,-1,0,"",8,8,3369,3369,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Extang Corporation","(800) 326-1982",,"","","7/7/2022","10:37:29 AM",,,"","","",,,,,,,"","","","","","","","",,""
"698462688151234","TFX1115","TRAIL FX","19-C GM 5.5' TRIFOLD TONNEAU","$35 INSTALL FEE","TONNEAU","","SOFT FOLD","05-06-19","EACH",375,375,375,375,281.63,208.86,,,"",,,"0401","TFX1115","0401","TFX1115",1,0,1,0,0,0,"",9,9,3135,3135,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Keystone Automotive","(800) 521-9999",,"","","6/24/2022","4:52:22 PM",,,"","","",,,,,,,"","","","","","","","",,""
"699","9113-081","CTW","PHILLIPS SCREWS","","SUPPLIES","","MISC","9113-081","EACH",0.05,0.05,0.05,0.053,0.05,0.0189,0.0189,,"",False,,"1047","9113-081","","",,,500,,300,,"",0,0,0,0,"","","","","","","","","",,,,"","","2/18/2001","Y",False,False,True,False,False,"CTW ELECTRICAL CO., INC.","(800) 428-3004","","",,"","","1/11/2013","1:54:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"699061508852742","2706-030","CTW","FLANGED WHIZLOCK HEXNUT 5/16","","SHOP","","SUPPLIES","","",,,,,,,0.1283,,"",,,"3004","2706-030","","2706-030",2500,,,,-2600,300,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Ctw Electrical Co., Inc.","(614) 207-0094","","",,"","","12/22/2021","2:14:10 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701138598443457","N5-DS60-4","RANGER","STEEL DEEP 4 SHELF 18x62x60","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",921,921,921,828.9,800.87,534.18,561.788,,"",,,"5321","N5-DS60-4","","N5-DS60-4",5,1,1,,-10,0,"",34,34,24666.4,24666.4,"","","","","","","","","",,,,"STEEL 104LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/21/2022","2:53:18 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701138860903768","N5-DS72-4","RANGER","STEEL DEEP 4 SHELF 18x62x72","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",1070,1070,1070,963,930.43,620.6,570.72,,"",,,"5321","N5-DS72-4","","N5-DS72-4",0,2,1,,1,0,"",37,37,29925.5,29925.5,"","","","","","","","","",,,,"STEEL 119LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/21/2022","2:53:21 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701160114474227","N5-RS48-4","RANGER","STEEL 4 SHELF 14x62x48","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",692,692,692,622.8,601.74,401.36,364.7556,,"",,,"5321","N5-RS48-4","","N5-RS48-4",2,1,1,,0,0,"",18,18,9329.8,9329.8,"","","","","","","","","",,,,"STEEL 78LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","(   )   -",,"","","5/5/2022","2:37:46 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701160561233787","N5-RS72-4","RANGER","STEEL 4 SHELF 14x62x72","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",915,915,915,823.5,795.65,530.7,575.94,,"",,,"5321","N5-RS72-4","","N5-RS72-4",1,-1,1,,1,0,"",20,20,15078.3,15078.3,"","","","","","","","","",,,,"STEEL 101LBS","","","",,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/21/2022","3:15:15 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701352898607629","460002","LUVERNE","STEP PAD PR. REPLMT.SCREW-ON","","SIDEBARS","","STEP PAD","","",25,25,25,22,12.88,8.59,8.39,,"",,,"0401","460002","0401","460002",4,,1,,-4,0,"",,,,,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Keystone Automotive","(800) 521-9999",,"","","6/3/2019","1:43:44 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701844286681155","23729-001","A.R.E.","DCU 3RD BRAKE LIGHT","NO CAMERA","LIGHTS","","PARTS","11-21-21","EACH",54.49,54.49,54.49,54.49,43,28.68,25,,"",,,"7177","23729-001","","",1,,1,,,,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"A.r.e.","(800) 824-9561","","",,"","","10/29/2021","3:54:21 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701857175296799","4410541","WEATHERTECH","15-C F250/350 STD FRT BLK","CARPET FLOOR ONLY","FRNT LINER","","FLOORLINER","","",124.95,124.95,124.95,120,114.14,76.13,76.13,,"",,,"0401","4410541","0401","4410541",1,0,1,,,0,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Keystone Automotive","(800) 521-9999",,"","","10/1/2021","4:12:00 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701950862919756","4414281","WEATHERTECH","19-C RAM QD/CRW FRT LNR BLK","","FRNT LINER","","FLOORLINER","","",124.95,124.95,124.95,120,114.14,76.13,76.13,,"",,,"0401","4414281","","4414281",1,0,1,,0,0,"",1,1,120,120,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(800) 943-9250",,"","","10/4/2021","3:42:58 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701951357295500","4414284","WEATHERTECH","19-C RAM QUAD REAR LNR BLK","","REAR LINER","","FLOORLINER","","",114.95,114.95,114.95,110,102.53,68.39,68.39,,"",,,"0401","4414284","","4414284",1,0,1,,,0,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(800) 943-9250",,"","","10/1/2021","4:12:27 PM",,,"","","",,,,,,,"","","","","","","","",,""
"701952135244139","4414361","WEATHERTECH","19-C GM CREW FRONT BLK","","FRNT LINER","","FLOORLINER","","",124.95,124.95,124.95,120,114.14,76.13,76.13,,"",,,"0401","4414361","","4414361",1,0,1,,1,0,"",5,5,609.9,609.9,"","","","","","","","","",1,1,1,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Mac Neil Automotive","(800) 943-9250",,"","","5/3/2022","10:13:07 AM",,,"","","",,,,,,,"","","","","","","","",,""
"702444313781745","4414362","WEATHERTECH","19-C GM CREW REAR W/BKT W/STOR","W/BUCKET SEATS & STORAGE","REAR LINER","","FLOORLINER","","",114.95,114.95,114.95,110,102.53,68.39,68.39,,"",,,"0401","4414362","0401","4414362",1,0,1,,-2,0,"",2,2,224.95,224.95,"","","","","","","","","",,,,"","","","",False,,True,,,"Keystone Automotive","(800) 521-9999","Keystone Automotive","(800) 521-9999",,"","","12/10/2021","10:54:03 AM",,,"","","",,,,,,,"","","","","","","","",,""
"702444677163102","N5-RA48-4","RANGER","ALUMINUM 4 SHELF 14x62x48","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",808,808,808,727.2,702.61,468.64,327.12,,"",,,"5321","N5-RA48-4","","N5-RA48-4",1,1,1,,0,0,"",,,,,"","","","","","","","","",,,,"ALUMINUM 64LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/15/2022","12:36:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"702445328367380","N5-RA96-4","RANGER","ALUMINUM 4 SHELF UNIT 14x62x96","1.5 HOURS LABOR / QUICK SHIP","SHELVING","","SHELVING","01-01-22","EACH",1264,1264,1264,1137.6,1099.13,733.12,645.54,,"",,,"5321","N5-RA96-4","","N5-RA96-4",1,1,1,,0,0,"",1,1,1001,1001,"","","","","","","","","",,,,"ALUMINUM 108LBS","","","",False,,True,,,"Ranger Design","(800) 565-5321","","",,"","","7/15/2022","12:36:12 PM",,,"","","",,,,,,,"","","","","","","","",,""
"702445544636553","4414364","WEATHERTECH","19-C GM CREW REAR W/BKT W/O STOR","WITH BUCKET SEATS W/O STORAGE","REAR LINER","","FLOORLINER","","",114.95,114.95,114.95,110,102.53,68.39,68.39,,"",,,"0401","4414364","0401","4414364",1,0,1,,-1,0,"",,,,,"","","","","","","","","",,,,"","","","",,,True,,,"Keystone Automotive","(800) 521-9999","Keystone Automotive","(800) 521-9999",,"","","10/1/2021","4:13:04 PM",,,"","","",,,,,,,"","","","","","","","",,""
